capital_from,capital_to,distance_km
Vienna,Panama City,9706.51
Vienna,Port Moresby,13737.8
Vienna,Asuncion,10965.45
Vienna,Lima,11250.22
Vienna,Manila,9858.7
Vienna,Adamstown,16120.22
Vienna,Warsaw,558.56
Vienna,Lisbon,2302.12
Vienna,San Juan,7950.47
Vienna,Doha,3982.92
Vienna,Bucharest,857.74
Vienna,Moscow,1673.7
Vienna,Kigali,5712.69
Vienna,Gustavia,7755.13
Vienna,Jamestown,7434.16
Vienna,Basseterre,7791.45
Vienna,Castries,7927.27
Vienna,Saint-Pierre,5258.58
Vienna,Kingstown,8013.06
Vienna,Apia,16118.85
Vienna,San Marino,564.01
Vienna,Sao Tome,5384.65
Vienna,Riyadh,3726.87
Vienna,Dakar,4845.94
Vienna,Belgrade,490.43
Vienna,Victoria,6978.21
Vienna,Freetown,5207.03
Vienna,Singapore,9716.75
Vienna,Philipsburg,7758.16
Vienna,Bratislava,56.06
Vienna,Ljubljana,277.17
Vienna,Honiara,14530.57
Vienna,Mogadishu,5817.37
Vienna,Pretoria,8269.59
Vienna,Juba,5019.11
Vienna,Madrid,1811.95
Vienna,Colombo,7486.81
Vienna,Khartoum,3907.13
Vienna,Paramaribo,8161.99
Vienna,Longyearbyen,3345.5
Vienna,Mbabane,8383.6
Vienna,Stockholm,1243.99
Vienna,Bern,684.42
Vienna,Damascus,2329.71
Vienna,Taipei,9016.17
Vienna,Dushanbe,4291.36
Vienna,Dar es Salaam,6493.15
Vienna,Bangkok,8450.91
Vienna,Dili,12140.12
Vienna,Lome,4880.72
Vienna,Nuku'alofa,16830.03
Vienna,Port of Spain,8236.2
Vienna,Tunis,1363.4
Vienna,Ankara,1604.29
Vienna,Ashgabat,3555.72
Vienna,Grand Turk,8079.81
Vienna,Funafuti,15321.13
Vienna,Kampala,5530.52
Vienna,Kyiv,1056.57
Vienna,Abu Dhabi,4240.32
Vienna,London,1235.6
Vienna,Washington,7141.26
Vienna,Montevideo,11673.81
Vienna,Tashkent,4171.3
Vienna,Port-Vila,15783.23
Vienna,Caracas,8647.35
Vienna,Hanoi,8257.57
Vienna,Charlotte Amalie,7872.37
Vienna,Mata-Utu,16130.43
Vienna,Sanaa,4445.81
Vienna,Lusaka,7144.57
Vienna,Harare,7455.85
Vienna,Washington,7141.26
Vienna,,5569.47
Vienna,North Nicosia,2014.27
Vienna,,5569.47
Vienna,,5569.47
Vienna,Diego Garcia,8223.3
Vienna,,5569.47
Baku,Hargeisa,3464.12
Baku,King Edward Point,13307.06
Baku,Port-aux-Français,10139.36
Baku,Jerusalem,1624.76
Baku,Mariehamn,3013.67
Baku,Yaren,12312.22
Baku,Marigot,10542.74
Baku,Atafu,14646.43
Baku,El-Aaiún,5897.6
Baku,Kabul,1824.29
Baku,Tirana,2523.42
Baku,Algiers,4052.46
Baku,Pago Pago,15137.83
Baku,Andorra la Vella,3992.34
Baku,Luanda,6623.0
Baku,The Valley,10529.05
Baku,Saint John's,10525.14
Baku,Buenos Aires,13841.23
Baku,Yerevan,457.0
Baku,Oranjestad,11502.74
Baku,Canberra,13144.63
Baku,Vienna,2785.66
Baku,Baku,0.0
Baku,Nassau,10939.27
Baku,Manama,1570.75
Baku,Dhaka,4202.92
Baku,Bridgetown,10663.46
Baku,Minsk,2245.05
Baku,Brussels,3670.91
Baku,Belmopan,12329.62
Baku,Porto-Novo,6008.57
Baku,Hamilton,9534.25
Baku,Thimphu,3906.84
Baku,La Paz,13546.14
Baku,Sarajevo,2613.05
Baku,Gaborone,7614.1
Baku,Brasilia,11783.28
Baku,Road Town,10629.22
Baku,Bandar Seri Begawan,7558.91
Baku,Sofia,2221.11
Baku,Ouagadougou,5884.7
Baku,Rangoon,5148.27
Baku,Bujumbura,5276.89
Baku,Phnom Penh,6244.16
Baku,Yaounde,5578.1
Baku,Ottawa,9068.69
Baku,Praia,7551.31
Baku,George Town,11700.85
Baku,Bangui,5072.44
Baku,N'Djamena,4628.84
Baku,Santiago,14767.61
Baku,Beijing,5525.55
Baku,The Settlement,8032.31
Baku,West Island,7566.72
Baku,Bogota,12448.16
Baku,Moroni,5806.51
Baku,Kinshasa,6077.33
Baku,Brazzaville,6072.07
Baku,Avarua,16502.86
Baku,San Jose,12706.52
Baku,Yamoussoukro,6602.82
Baku,Zagreb,2800.04
Baku,Havana,11416.84
Baku,Willemstad,11453.65
Baku,Nicosia,1561.65
Baku,Prague,2947.78
Baku,Copenhagen,3202.06
Baku,Djibouti,3258.66
Baku,Roseau,10632.13
Baku,Santo Domingo,11006.44
Baku,Quito,13172.67
Baku,Cairo,2039.45
Baku,San Salvador,12685.05
Baku,Malabo,5778.58
Baku,Asmara,2971.85
Baku,Tallinn,2750.32
Baku,Addis Ababa,3645.01
Baku,Stanley,14519.44
Baku,Torshavn,4431.27
Baku,Suva,14541.62
Baku,Helsinki,2793.42
Baku,Paris,3821.58
Baku,Papeete,16865.7
Baku,Libreville,6023.29
Baku,Banjul,7062.01
Baku,Tbilisi,447.13
Baku,Berlin,3066.24
Baku,Accra,6301.18
Baku,Gibraltar,4777.21
Baku,Athens,2265.31
Baku,Nuuk,6567.95
Baku,Saint George's,10910.83
Baku,Hagatna,9457.75
Baku,Guatemala City,12676.04
Baku,Saint Peter Port,4169.11
Baku,Conakry,7098.54
Baku,Bissau,7090.18
Baku,Georgetown,11024.28
Baku,Port-au-Prince,11171.05
Baku,Vatican City,3120.85
Baku,Tegucigalpa,12529.58
Baku,Budapest,2575.27
Baku,Reykjavik,5197.93
Baku,New Delhi,2814.01
Baku,Jakarta,7765.99
Baku,Tehran,537.32
Baku,Baghdad,921.36
Baku,Dublin,4385.71
Baku,Douglas,4265.43
Baku,Jerusalem,1624.76
Baku,Rome,3118.12
Baku,Kingston,11519.43
Baku,Tokyo,7547.44
Baku,Saint Helier,4141.17
Baku,Amman,1561.15
Baku,Astana,2047.93
Baku,Nairobi,4800.79
Baku,Tarawa,12547.79
Baku,Pyongyang,6295.83
Baku,Seoul,6467.97
Baku,Pristina,2397.19
Baku,Kuwait City,1234.37
Baku,Bishkek,2071.93
Baku,Vientiane,5599.56
Baku,Riga,2615.11
Baku,Beirut,1464.62
Baku,Maseru,8055.66
Baku,Monrovia,7091.46
Baku,Tripoli,3360.26
Baku,Vaduz,3295.9
Baku,Vilnius,2415.5
Baku,Luxembourg,3543.28
Baku,Skopje,2381.07
Baku,Antananarivo,6569.06
Baku,Lilongwe,6242.43
Baku,Kuala Lumpur,6625.46
Baku,Male,4659.3
Baku,Bamako,6398.06
Baku,Valletta,3119.48
Baku,Majuro,12062.2
Baku,Nouakchott,6698.97
Baku,Port Louis,6747.48
Baku,Mexico City,12649.4
Baku,Palikir,11037.13
Baku,Chisinau,1839.56
Baku,Monaco,3494.86
Baku,Ulaanbaatar,4533.67
Baku,Podgorica,2554.79
Baku,Plymouth,10585.35
Baku,Rabat,4995.68
Baku,Maputo,7558.53
Baku,Windhoek,7753.05
Baku,Kathmandu,3531.81
Baku,Amsterdam,3635.89
Baku,Noumea,13800.72
Baku,Wellington,15455.02
Baku,Managua,12649.01
Baku,Niamey,5506.02
Baku,Abuja,5426.79
Baku,Alofi,15555.99
Baku,Kingston,14332.17
Baku,Saipan,9417.16
Baku,Oslo,3457.56
Baku,Muscat,2030.85
Baku,Islamabad,2184.75
Baku,Melekeok,9034.27
Baku,Panama City,12481.61
Baku,Port Moresby,11304.56
Baku,Asuncion,13222.39
Baku,Lima,13975.5
Baku,Manila,7378.98
Baku,Adamstown,18305.27
Baku,Warsaw,2559.7
Baku,Lisbon,4977.73
Baku,San Juan,10735.0
Baku,Doha,1681.81
Baku,Bucharest,1999.84
Baku,Moscow,1931.24
Baku,Kigali,5102.68
Baku,Gustavia,10540.32
Baku,Jamestown,8474.02
Baku,Basseterre,10576.08
Baku,Castries,10701.94
Baku,Saint-Pierre,7900.71
Baku,Kingstown,10785.66
Baku,Apia,15020.67
Baku,San Marino,3093.22
Baku,Sao Tome,6215.35
Baku,Riyadh,1769.64
Baku,Dakar,7064.36
Baku,Belgrade,2445.81
Baku,Victoria,5015.2
Baku,Freetown,7132.81
Baku,Singapore,6941.46
Baku,Philipsburg,10543.53
Baku,Bratislava,2729.6
Baku,Ljubljana,2915.06
Baku,Honiara,12385.97
Baku,Mogadishu,4268.16
Baku,Pretoria,7651.82
Baku,Juba,4339.6
Baku,Madrid,4473.81
Baku,Colombo,4757.05
Baku,Khartoum,3219.03
Baku,Paramaribo,10852.61
Baku,Longyearbyen,4487.78
Baku,Mbabane,7634.69
Baku,Stockholm,3057.41
Baku,Bern,3452.7
Baku,Damascus,1427.17
Baku,Taipei,6746.52
Baku,Dushanbe,1635.93
Baku,Dar es Salaam,5335.7
Baku,Bangkok,5723.92
Baku,Dili,9436.1
Baku,Lome,6145.4
Baku,Nuku'alofa,15274.33
Baku,Port of Spain,11000.58
Baku,Tunis,3451.01
Baku,Ankara,1446.97
Baku,Ashgabat,783.63
Baku,Grand Turk,10843.67
Baku,Funafuti,13906.05
Baku,Kampala,4770.98
Baku,Kyiv,1872.71
Baku,Abu Dhabi,1814.44
Baku,London,3978.76
Baku,Washington,9705.74
Baku,Montevideo,13655.01
Baku,Tashkent,1634.39
Baku,Port-Vila,13665.59
Baku,Caracas,11428.17
Baku,Hanoi,5670.31
Baku,Charlotte Amalie,10657.8
Baku,Mata-Utu,15018.05
Baku,Sanaa,2828.31
Baku,Lusaka,6568.72
Baku,Harare,6731.97
Baku,Washington,9705.74
Baku,,6731.55
Baku,North Nicosia,1560.82
Baku,,6731.55
Baku,,6731.55
Baku,Diego Garcia,5763.56
Baku,,6731.55
Nassau,Hargeisa,12609.89
Nassau,King Edward Point,9625.21
Nassau,Port-aux-Français,16126.31
Nassau,Jerusalem,10488.49
Nassau,Mariehamn,8008.83
Nassau,Yaren,12621.85
Nassau,Marigot,1667.45
Nassau,Atafu,10891.17
Nassau,El-Aaiún,6347.33
Nassau,Kabul,12527.34
Nassau,Tirana,8773.46
Nassau,Algiers,7574.71
Nassau,Pago Pago,11006.84
Nassau,Andorra la Vella,7291.87
Nassau,Luanda,10483.76
Nassau,The Valley,1662.47
Nassau,Saint John's,1833.99
Nassau,Buenos Aires,6892.11
Nassau,Yerevan,10612.74
Nassau,Oranjestad,1589.53
Nassau,Canberra,15452.41
Nassau,Vienna,8235.18
Nassau,Baku,10939.27
Nassau,Nassau,0.0
Nassau,Manama,12047.06
Nassau,Dhaka,14447.16
Nassau,Bridgetown,2285.15
Nassau,Minsk,8707.1
Nassau,Brussels,7318.64
Nassau,Belmopan,1467.74
Nassau,Porto-Novo,8703.4
Nassau,Hamilton,1462.9
Nassau,Thimphu,14025.66
Nassau,La Paz,4707.3
Nassau,Sarajevo,8556.95
Nassau,Gaborone,12391.48
Nassau,Brasilia,5535.16
Nassau,Road Town,1508.63
Nassau,Bandar Seri Begawan,16436.42
Nassau,Sofia,8973.74
Nassau,Ouagadougou,8027.7
Nassau,Rangoon,15317.84
Nassau,Bujumbura,11856.57
Nassau,Phnom Penh,15943.99
Nassau,Yaounde,9720.92
Nassau,Ottawa,2260.83
Nassau,Praia,5708.72
Nassau,George Town,763.47
Nassau,Bangui,10407.66
Nassau,N'Djamena,9688.54
Nassau,Santiago,6516.52
Nassau,Beijing,12669.54
Nassau,The Settlement,18349.68
Nassau,West Island,18453.17
Nassau,Bogota,2293.39
Nassau,Moroni,13629.78
Nassau,Kinshasa,10484.24
Nassau,Brazzaville,10479.47
Nassau,Avarua,10271.39
Nassau,San Jose,1821.82
Nassau,Yamoussoukro,7893.12
Nassau,Zagreb,8300.81
Nassau,Havana,553.01
Nassau,Willemstad,1689.07
Nassau,Nicosia,10139.02
Nassau,Prague,8035.89
Nassau,Copenhagen,7738.1
Nassau,Djibouti,12404.98
Nassau,Roseau,1985.11
Nassau,Santo Domingo,1062.72
Nassau,Quito,2801.98
Nassau,Cairo,10266.11
Nassau,San Salvador,1769.11
Nassau,Malabo,9450.87
Nassau,Asmara,11796.56
Nassau,Tallinn,8288.58
Nassau,Addis Ababa,12139.52
Nassau,Stanley,8716.65
Nassau,Torshavn,6564.11
Nassau,Suva,12245.58
Nassau,Helsinki,8267.55
Nassau,Paris,7216.31
Nassau,Papeete,9134.14
Nassau,Libreville,9675.02
Nassau,Banjul,6467.57
Nassau,Tbilisi,10526.87
Nassau,Berlin,7884.32
Nassau,Accra,8460.15
Nassau,Gibraltar,6859.19
Nassau,Athens,9234.79
Nassau,Nuuk,4724.74
Nassau,Saint George's,2185.35
Nassau,Hagatna,13772.33
Nassau,Guatemala City,1798.99
Nassau,Saint Peter Port,6855.79
Nassau,Conakry,6923.09
Nassau,Bissau,6632.43
Nassau,Georgetown,2876.09
Nassau,Port-au-Prince,891.42
Nassau,Vatican City,8178.35
Nassau,Tegucigalpa,1595.33
Nassau,Budapest,8452.87
Nassau,Reykjavik,5866.79
Nassau,New Delhi,13474.05
Nassau,Jakarta,17865.21
Nassau,Tehran,11396.11
Nassau,Baghdad,11084.51
Nassau,Dublin,6570.02
Nassau,Douglas,6682.61
Nassau,Jerusalem,10488.49
Nassau,Rome,8180.96
Nassau,Kingston,786.37
Nassau,Tokyo,12234.71
Nassau,Saint Helier,6890.47
Nassau,Amman,10532.7
Nassau,Astana,11022.37
Nassau,Nairobi,12503.69
Nassau,Tarawa,12379.41
Nassau,Pyongyang,12514.56
Nassau,Seoul,12621.62
Nassau,Pristina,8814.73
Nassau,Kuwait City,11626.18
Nassau,Bishkek,11952.94
Nassau,Vientiane,15241.35
Nassau,Riga,8364.63
Nassau,Beirut,10381.78
Nassau,Maseru,12696.55
Nassau,Monrovia,7359.14
Nassau,Tripoli,8588.38
Nassau,Vaduz,7781.59
Nassau,Vilnius,8537.27
Nassau,Luxembourg,7470.7
Nassau,Skopje,8865.35
Nassau,Antananarivo,14334.69
Nassau,Lilongwe,12770.11
Nassau,Kuala Lumpur,16876.84
Nassau,Male,15502.11
Nassau,Bamako,7363.82
Nassau,Valletta,8578.88
Nassau,Majuro,11786.75
Nassau,Nouakchott,6353.41
Nassau,Port Louis,15376.67
Nassau,Mexico City,2327.62
Nassau,Palikir,13054.79
Nassau,Chisinau,9144.63
Nassau,Monaco,7724.8
Nassau,Ulaanbaatar,11908.27
Nassau,Podgorica,8682.27
Nassau,Plymouth,1825.52
Nassau,Rabat,6776.71
Nassau,Maputo,13077.41
Nassau,Windhoek,11468.18
Nassau,Kathmandu,13875.9
Nassau,Amsterdam,7327.73
Nassau,Noumea,13576.29
Nassau,Wellington,13254.89
Nassau,Managua,1712.25
Nassau,Niamey,8342.54
Nassau,Abuja,9080.27
Nassau,Alofi,11138.42
Nassau,Kingston,13617.15
Nassau,Saipan,13560.97
Nassau,Oslo,7523.19
Nassau,Muscat,12833.0
Nassau,Islamabad,12790.54
Nassau,Melekeok,15019.71
Nassau,Panama City,1798.68
Nassau,Port Moresby,15017.17
Nassau,Asuncion,5960.2
Nassau,Lima,4108.03
Nassau,Manila,15190.05
Nassau,Adamstown,7937.38
Nassau,Warsaw,8382.19
Nassau,Lisbon,6479.73
Nassau,San Juan,1372.49
Nassau,Doha,12189.43
Nassau,Bucharest,9088.87
Nassau,Moscow,9159.37
Nassau,Kigali,11859.83
Nassau,Gustavia,1699.29
Nassau,Jamestown,8993.18
Nassau,Basseterre,1744.9
Nassau,Castries,2105.87
Nassau,Saint-Pierre,3051.29
Nassau,Kingstown,2148.36
Nassau,Apia,11092.54
Nassau,San Marino,8102.75
Nassau,Sao Tome,9403.4
Nassau,Riyadh,11861.36
Nassau,Dakar,6309.25
Nassau,Belgrade,8668.21
Nassau,Victoria,14507.05
Nassau,Freetown,7015.11
Nassau,Singapore,17083.93
Nassau,Philipsburg,1675.07
Nassau,Bratislava,8289.45
Nassau,Ljubljana,8183.15
Nassau,Honiara,13744.4
Nassau,Mogadishu,13163.25
Nassau,Pretoria,12650.12
Nassau,Juba,11679.31
Nassau,Madrid,6911.85
Nassau,Colombo,15696.25
Nassau,Khartoum,11193.72
Nassau,Paramaribo,3183.51
Nassau,Longyearbyen,7357.68
Nassau,Mbabane,12949.37
Nassau,Stockholm,7937.83
Nassau,Bern,7637.31
Nassau,Damascus,10466.07
Nassau,Taipei,14102.14
Nassau,Dushanbe,12129.43
Nassau,Dar es Salaam,13015.24
Nassau,Bangkok,15701.81
Nassau,Dili,16980.55
Nassau,Lome,8578.89
Nassau,Nuku'alofa,11738.55
Nassau,Port of Spain,2312.32
Nassau,Tunis,8180.35
Nassau,Ankara,9821.18
Nassau,Ashgabat,11642.66
Nassau,Grand Turk,751.48
Nassau,Funafuti,11762.34
Nassau,Kampala,11999.82
Nassau,Kyiv,9066.58
Nassau,Abu Dhabi,12461.63
Nassau,London,7002.05
Nassau,Washington,1530.62
Nassau,Montevideo,6999.76
Nassau,Tashkent,11889.89
Nassau,Port-Vila,13236.47
Nassau,Caracas,1959.06
Nassau,Hanoi,14890.29
Nassau,Charlotte Amalie,1484.13
Nassau,Mata-Utu,11114.94
Nassau,Sanaa,12266.78
Nassau,Lusaka,12276.93
Nassau,Harare,12645.44
Nassau,Washington,1530.62
Nassau,,8741.37
Nassau,North Nicosia,10138.04
Nassau,,8741.37
Nassau,,8741.37
Nassau,Diego Garcia,16256.23
Nassau,,8741.37
Manama,Hargeisa,1970.37
Manama,King Edward Point,12149.04
Manama,Port-aux-Français,8595.7
Manama,Jerusalem,1613.03
Manama,Mariehamn,4432.06
Manama,Yaren,12657.8
Manama,Marigot,11339.2
Manama,Atafu,15180.2
Manama,El-Aaiún,6274.2
Manama,Kabul,2006.69
Manama,Tirana,3277.21
Manama,Algiers,4613.56
Manama,Pago Pago,15541.66
Manama,Andorra la Vella,4781.98
Manama,Luanda,5600.0
Manama,The Valley,11327.7
Manama,Saint John's,11286.07
Manama,Buenos Aires,13298.52
Manama,Yerevan,1644.5
Manama,Oranjestad,12301.31
Manama,Canberra,12378.04
Manama,Vienna,3839.85
Manama,Baku,1570.75
Manama,Nassau,12047.06
Manama,Manama,0.0
Manama,Dhaka,4016.12
Manama,Bridgetown,11313.68
Manama,Minsk,3609.56
Manama,Brussels,4756.07
Manama,Belmopan,13499.32
Manama,Porto-Novo,5528.24
Manama,Hamilton,10591.76
Manama,Thimphu,3869.06
Manama,La Paz,13639.48
Manama,Sarajevo,3490.69
Manama,Gaborone,6222.02
Manama,Brasilia,11604.32
Manama,Road Town,11453.94
Manama,Bandar Seri Begawan,7221.24
Manama,Sofia,3075.14
Manama,Ouagadougou,5645.83
Manama,Rangoon,4811.88
Manama,Bujumbura,3993.61
Manama,Phnom Penh,5908.11
Manama,Yaounde,4840.8
Manama,Ottawa,10395.2
Manama,Praia,7729.95
Manama,George Town,12785.87
Manama,Bangui,4178.05
Manama,N'Djamena,4033.67
Manama,Santiago,14365.27
Manama,Beijing,6189.79
Manama,The Settlement,7211.19
Manama,West Island,6566.39
Manama,Bogota,13159.91
Manama,Moroni,4271.05
Manama,Kinshasa,5086.32
Manama,Brazzaville,5082.58
Manama,Avarua,16895.28
Manama,San Jose,13693.12
Manama,Yamoussoukro,6281.3
Manama,Zagreb,3751.4
Manama,Havana,12566.45
Manama,Willemstad,12226.82
Manama,Nicosia,1918.18
Manama,Prague,4058.65
Manama,Copenhagen,4472.51
Manama,Djibouti,1798.83
Manama,Roseau,11351.9
Manama,Santo Domingo,11908.61
Manama,Quito,13861.27
Manama,Cairo,1941.5
Manama,San Salvador,13815.67
Manama,Malabo,5099.47
Manama,Asmara,1707.8
Manama,Tallinn,4192.57
Manama,Addis Ababa,2279.05
Manama,Stanley,13501.45
Manama,Torshavn,5772.59
Manama,Suva,14613.34
Manama,Helsinki,4248.0
Manama,Paris,4837.37
Manama,Papeete,17738.63
Manama,Libreville,5251.93
Manama,Banjul,7101.03
Manama,Tbilisi,1792.7
Manama,Berlin,4251.24
Manama,Accra,5852.69
Manama,Gibraltar,5368.41
Manama,Athens,2833.51
Manama,Nuuk,7982.64
Manama,Saint George's,11572.2
Manama,Hagatna,9768.72
Manama,Guatemala City,13840.25
Manama,Saint Peter Port,5198.09
Manama,Conakry,6990.3
Manama,Bissau,7072.46
Manama,Georgetown,11522.05
Manama,Port-au-Prince,12110.1
Manama,Vatican City,3881.9
Manama,Tegucigalpa,13633.04
Manama,Budapest,3623.91
Manama,Reykjavik,6567.38
Manama,New Delhi,2641.28
Manama,Jakarta,7045.69
Manama,Tehran,1052.69
Manama,Baghdad,986.91
Manama,Dublin,5524.2
Manama,Douglas,5428.24
Manama,Jerusalem,1613.03
Manama,Rome,3879.22
Manama,Kingston,12516.57
Manama,Tokyo,8293.23
Manama,Saint Helier,5162.08
Manama,Amman,1557.27
Manama,Astana,3283.76
Manama,Nairobi,3384.36
Manama,Tarawa,12930.52
Manama,Pyongyang,7000.46
Manama,Seoul,7143.78
Manama,Pristina,3232.47
Manama,Kuwait City,431.48
Manama,Bishkek,2857.32
Manama,Vientiane,5412.09
Manama,Riga,4008.84
Manama,Beirut,1678.66
Manama,Maseru,6622.66
Manama,Monrovia,6853.89
Manama,Tripoli,3678.85
Manama,Vaduz,4269.37
Manama,Vilnius,3772.48
Manama,Luxembourg,4593.54
Manama,Skopje,3181.84
Manama,Antananarivo,5006.0
Manama,Lilongwe,4804.41
Manama,Kuala Lumpur,6016.62
Manama,Male,3455.09
Manama,Bamako,6279.8
Manama,Valletta,3581.78
Manama,Majuro,12653.34
Manama,Nouakchott,6852.22
Manama,Port Louis,5185.78
Manama,Mexico City,13992.45
Manama,Palikir,11406.22
Manama,Chisinau,2993.0
Manama,Monaco,4329.17
Manama,Ulaanbaatar,5413.13
Manama,Podgorica,3365.28
Manama,Plymouth,11343.74
Manama,Rabat,5526.03
Manama,Maputo,6088.24
Manama,Windhoek,6494.5
Manama,Kathmandu,3442.43
Manama,Amsterdam,4770.59
Manama,Noumea,13569.66
Manama,Wellington,14689.87
Manama,Managua,13707.73
Manama,Niamey,5233.61
Manama,Abuja,4914.52
Manama,Alofi,15810.36
Manama,Kingston,13916.48
Manama,Saipan,9781.22
Manama,Oslo,4816.43
Manama,Muscat,859.87
Manama,Islamabad,2315.91
Manama,Melekeok,9061.3
Manama,Panama City,13372.31
Manama,Port Moresby,11130.44
Manama,Asuncion,12929.11
Manama,Lima,14340.84
Manama,Manila,7377.56
Manama,Adamstown,19863.35
Manama,Warsaw,3802.52
Manama,Lisbon,5678.94
Manama,San Juan,11582.2
Manama,Doha,143.11
Manama,Bucharest,2982.44
Manama,Moscow,3441.84
Manama,Kigali,3820.13
Manama,Gustavia,11329.95
Manama,Jamestown,7670.5
Manama,Basseterre,11352.96
Manama,Castries,11390.54
Manama,Saint-Pierre,9098.43
Manama,Kingstown,11460.45
Manama,Apia,15416.15
Manama,San Marino,3945.6
Manama,Sao Tome,5500.7
Manama,Riyadh,426.62
Manama,Dakar,7152.9
Manama,Belgrade,3386.62
Manama,Victoria,3453.6
Manama,Freetown,6991.03
Manama,Singapore,6328.4
Manama,Philipsburg,11338.25
Manama,Bratislava,3787.79
Manama,Ljubljana,3868.26
Manama,Honiara,12403.32
Manama,Mogadishu,2732.17
Manama,Pretoria,6227.47
Manama,Juba,3109.71
Manama,Madrid,5203.63
Manama,Colombo,3767.07
Manama,Khartoum,2210.66
Manama,Paramaribo,11283.69
Manama,Longyearbyen,6047.42
Manama,Mbabane,6177.22
Manama,Stockholm,4449.06
Manama,Bern,4411.27
Manama,Damascus,1594.13
Manama,Taipei,7029.44
Manama,Dushanbe,2183.08
Manama,Dar es Salaam,3852.64
Manama,Bangkok,5372.7
Manama,Dili,8964.77
Manama,Lome,5683.43
Manama,Nuku'alofa,15352.12
Manama,Port of Spain,11630.31
Manama,Tunis,3978.05
Manama,Ankara,2236.84
Manama,Ashgabat,1492.71
Manama,Grand Turk,11813.01
Manama,Funafuti,14275.04
Manama,Kampala,3457.96
Manama,Kyiv,3185.05
Manama,Abu Dhabi,429.64
Manama,London,5073.54
Manama,Washington,10975.91
Manama,Montevideo,13082.57
Manama,Tashkent,2396.89
Manama,Port-Vila,13591.06
Manama,Caracas,12137.9
Manama,Hanoi,5629.34
Manama,Charlotte Amalie,11485.87
Manama,Mata-Utu,15405.73
Manama,Sanaa,1374.55
Manama,Lusaka,5201.17
Manama,Harare,5311.82
Manama,Washington,10975.91
Manama,,6144.96
Manama,North Nicosia,1919.0
Manama,,6144.96
Manama,,6144.96
Manama,Diego Garcia,4396.75
Manama,,6144.96
Dhaka,Hargeisa,5161.03
Dhaka,King Edward Point,14488.9
Dhaka,Port-aux-Français,8336.72
Dhaka,Jerusalem,5455.26
Dhaka,Mariehamn,6672.23
Dhaka,Yaren,8668.4
Dhaka,Marigot,14565.44
Dhaka,Atafu,11207.28
Dhaka,El-Aaiún,10075.61
Dhaka,Kabul,2379.3
Dhaka,Tirana,6725.9
Dhaka,Algiers,8250.21
Dhaka,Pago Pago,11532.56
Dhaka,Andorra la Vella,8181.57
Dhaka,Luanda,9121.84
Dhaka,The Valley,14550.21
Dhaka,Saint John's,14581.81
Dhaka,Buenos Aires,16800.04
Dhaka,Yerevan,4645.97
Dhaka,Oranjestad,15471.92
Dhaka,Canberra,8995.0
Dhaka,Vienna,6917.67
Dhaka,Baku,4202.92
Dhaka,Nassau,14447.16
Dhaka,Manama,4016.12
Dhaka,Dhaka,0.0
Dhaka,Bridgetown,14797.4
Dhaka,Minsk,6140.87
Dhaka,Brussels,7732.01
Dhaka,Belmopan,15471.16
Dhaka,Porto-Novo,9503.91
Dhaka,Hamilton,13272.85
Dhaka,Thimphu,422.51
Dhaka,La Paz,17652.25
Dhaka,Sarajevo,6808.06
Dhaka,Gaborone,8776.27
Dhaka,Brasilia,15591.82
Dhaka,Road Town,14618.37
Dhaka,Bandar Seri Begawan,3356.62
Dhaka,Sofia,6423.24
Dhaka,Ouagadougou,9661.86
Dhaka,Rangoon,972.92
Dhaka,Bujumbura,7255.93
Dhaka,Phnom Penh,2042.99
Dhaka,Yaounde,8711.65
Dhaka,Ottawa,12220.93
Dhaka,Praia,11667.09
Dhaka,George Town,15163.32
Dhaka,Bangui,7969.58
Dhaka,N'Djamena,8006.52
Dhaka,Santiago,17884.83
Dhaka,Beijing,3026.94
Dhaka,The Settlement,4127.56
Dhaka,West Island,4030.75
Dhaka,Bogota,16454.29
Dhaka,Moroni,6456.8
Dhaka,Kinshasa,8699.5
Dhaka,Brazzaville,8698.04
Dhaka,Avarua,12879.37
Dhaka,San Jose,16234.22
Dhaka,Yamoussoukro,10287.06
Dhaka,Zagreb,6973.56
Dhaka,Havana,14764.27
Dhaka,Willemstad,15454.51
Dhaka,Nicosia,5601.13
Dhaka,Prague,7035.57
Dhaka,Copenhagen,7107.28
Dhaka,Djibouti,5165.08
Dhaka,Roseau,14719.13
Dhaka,Santo Domingo,14875.58
Dhaka,Quito,17146.18
Dhaka,Cairo,5855.6
Dhaka,San Salvador,15864.64
Dhaka,Malabo,8995.48
Dhaka,Asmara,5452.76
Dhaka,Tallinn,6395.11
Dhaka,Addis Ababa,5723.25
Dhaka,Stanley,15893.08
Dhaka,Torshavn,8068.81
Dhaka,Suva,10614.58
Dhaka,Helsinki,6395.05
Dhaka,Paris,7923.91
Dhaka,Papeete,13787.52
Dhaka,Libreville,9076.61
Dhaka,Banjul,11086.85
Dhaka,Tbilisi,4647.04
Dhaka,Berlin,7083.65
Dhaka,Accra,9832.73
Dhaka,Gibraltar,8979.92
Dhaka,Athens,6434.33
Dhaka,Nuuk,9723.83
Dhaka,Saint George's,15031.27
Dhaka,Hagatna,5812.27
Dhaka,Guatemala City,15762.29
Dhaka,Saint Peter Port,8245.9
Dhaka,Conakry,11003.61
Dhaka,Bissau,11072.44
Dhaka,Georgetown,15215.94
Dhaka,Port-au-Prince,14972.09
